partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Georgia Institute of Technology,Supply Chain Principles,"[Leadership and Management, Supply Chain Systems, Supply Chain and Logistics, Operations Management, Strategy and Operations, Inventory Management, Planning, Transportation Operations Management, Material Handling, Procurement, Supplier Relationship Management, Warehouse Management]",46,2000,Mixed , Course , 1 - 3 Months,false
University of London,Understanding Research Methods,"[Planning, Writing]",46,71000,Mixed , Course , 1 - 4 Weeks,false
Macquarie University,Leading: Human Resource Management and Leadership,"[Leadership and Management, Human Resources, Strategy and Operations, Strategy, Entrepreneurship, Business Psychology, Organizational Development, People Management, Correlation And Dependence, Marketing, Business Process Management, Communication, Culture, Employee Relations, Exploratory Data Analysis, Leadership Development, People Development, Decision Making, Research and Design, Adaptability, Brand Management, Human Learning, Human Resources Operations, Conflict Management, Collaboration]",48,33000,Intermediate , Specialization , 3 - 6 Months,false
Duke University,Oil & Gas Industry Operations and Markets,"[(57k reviews)]",48,57000,Mixed , Course , 1 - 4 Weeks,false
Imperial College London,Mathematics for Machine Learning: Linear Algebra,"[Algebra, Linear Algebra, Mathematics, Python Programming, Computer Programming, Machine Learning Algorithms, Problem Solving, Algorithms, Computer Programming Tools, Machine Learning]",47,118000,Beginner , Course , 1 - 3 Months,false
University of California Irvine,IELTS Preparation,"[Strategy, Writing]",46,15000,Beginner , Specialization , 1 - 3 Months,false
Google Cloud,Developing APIs with Google Cloud's Apigee API Platform,"[Google Cloud Platform, Cloud API, Cloud Computing, Computer Programming, Computer Programming Tools, Software Engineering, Cloud Applications, Software Architecture, Software Engineering Tools, Leadership and Management]",47,28000,Intermediate , Specialization , 3 - 6 Months,false
Universiteit Leiden,International Law In Action: Investigating and Prosecuting International Crimes,"[(612 reviews)]",48,612,Mixed , Course , 1 - 3 Months,false
Berklee,How to Play Guitar,"[Creativity]",47,25000,Beginner , Specialization , 3 - 6 Months,false
University of Colorado Boulder,Databases for Data Scientists,"[Databases, Data Management, SQL, Database Design, Database Administration, Data Model, Database Theory, PostgreSQL, Critical Thinking, Database Application, Problem Solving, Data Analysis, Data Structures, Decision Making, Big Data, NoSQL, Data Science, Data Warehousing]",47,647,Beginner , Specialization , 3 - 6 Months,true
University of Pennsylvania,Introduction to Python Programming,"[Python Programming, Computer Programming, Programming Principles, Computational Logic, Computational Thinking, Computer Programming Tools, Critical Thinking, Problem Solving, Data Structures]",45,998,Beginner , Course , 1 - 4 Weeks,false
Universidad Nacional Autónoma de México,Contabilidad para no contadores,"[Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Calculus]",48,86000,Beginner , Course , 1 - 3 Months,false
University of Colorado Boulder,Introduction to Embedded Systems Software and Development Environments,"[C Programming Language Family, Computer Architecture, Computer Programming, Computer Programming Tools, Software Engineering, Microarchitecture, Software Architecture, Software Engineering Tools, System Software, Systems Design]",45,593,Intermediate , Course , 1 - 4 Weeks,false
Rice University,Spanish for Successful Communication in Healthcare Settings,"[Communication]",48,273,Intermediate , Course , 1 - 3 Months,false
Università Bocconi,International Leadership and Organizational Behavior,"[Leadership and Management, Business Psychology, Culture, Human Resources, Communication, Entrepreneurship, Leadership Development, Organizational Development, Conflict Management]",48,31000,Mixed , Course , 1 - 3 Months,false
University of Pennsylvania,Introduction to Spreadsheets and Models,"[Data Analysis, Forecasting, General Statistics, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Statistical Tests, Correlation And Dependence, Computer Programming]",42,37000,Mixed , Course , 1 - 4 Weeks,false
University of Colorado Boulder,Concepts Strategies and Analytics in Performance Marketing and Digital Advertising,"[Advertising, Advertising Sales, Digital Marketing, Google App Engine, Market Research, Marketing, Search Engine Optimization, E-Commerce, Marketing Management, Strategy, Social Media]",45,650,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,Improving Communication Skills,"[Communication, Negotiation]",47,19000,Beginner , Course , 1 - 4 Weeks,false
Digital Marketing Institute,Social Media Marketing in Practice,"[Marketing, Communication, Digital Marketing, Social Media, Strategy, Media Strategy & Planning, Brand Management, Advertising, Strategy and Operations, Leadership and Management, Influencing, Marketing Management, Problem Solving]",45,316,Beginner , Specialization , 3 - 6 Months,false
IE Business School,Marketing Mix Implementation,"[Marketing, Product Strategy, Strategy, Customer Analysis, Market Analysis, Retail Sales, Strategy and Operations, Brand Management, Leadership and Management, Customer Relationship Management, Product Management, Sales, Business Development, Communication, Market Research, Marketing Management, Retail Store Operations, Supply Chain and Logistics, Advertising, Business Analysis, Business Psychology, Cost Accounting, Design and Product, Media Strategy & Planning, Finance, Marketing Psychology, Public Relations]",47,56000,Beginner , Specialization , 3 - 6 Months,false
Georgia Institute of Technology,Introduction to Electronics,"[Problem Solving]",47,24000,Mixed , Course , 1 - 3 Months,false
University of Manchester   ,Industrial Biotechnology,"[(31k reviews)]",47,31000,Beginner , Course , 1 - 3 Months,false
SAS,SAS Visual Business Analytics,"[Data Analysis, Data Visualization, SAS (Software), Interactive Data Visualization, Business Analysis, Data Analysis Software, Statistical Visualization, Data Management, Statistical Programming, Data Visualization Software, Business Intelligence, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Computer Graphics, Network Analysis, Algorithms, Forecasting]",47,11000,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Fundamentos del marketing digital y comercio electrónico,"[E-Commerce, Marketing, Strategy]",49,595,Beginner , Course , 1 - 4 Weeks,false
University of Minnesota,Information​ ​Systems,"[Business Process Management, Leadership and Management, Strategy and Operations, Business Transformation, Project Management, Business Analysis, Data Management, Product Management, Business Development, Planning, Process Analysis, Software As A Service, Business Design, Communication, Organizational Development, Risk Management, Agile Software Development, Cloud Computing, Operations Management, Systems Design, Cloud Load Balancing, Computer Architecture, Design and Product, Security Engineering, Software-Defined Networking, Supply Chain and Logistics, BlockChain, Cloud Storage, Machine Learning Algorithms, Mobile Security, Operating Systems]",48,18000,Beginner , Specialization , 3 - 6 Months,false
Stanford University,Fundamentals of Machine Learning for Healthcare,"[Machine Learning]",48,352,Beginner , Course , 1 - 3 Months,false
University of Toronto,Learn to Program: The Fundamentals,"[Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Mathematics]",47,63000,Beginner , Course , 1 - 3 Months,false
Università Bocconi,Food & Beverage Management,"[Design and Product, Marketing, Business Analysis, Customer Analysis, Product Marketing, Product Strategy, Brand Management, Leadership and Management, Market Analysis, Sales, Strategy, Strategy and Operations]",48,43000,Mixed , Course , 1 - 3 Months,false
DeepLearningAI,AI For Everyone （すべての人のためのAIリテラシー講座）,"[Applied Machine Learning, Deep Learning, Machine Learning, Machine Learning Software, Business Analysis, Business Process Management, Data Analysis, Human Learning, Machine Learning Algorithms, Algorithms]",48,245,Beginner , Course , 1 - 3 Months,false
University of London,Introduction to English Common Law,"[(17k reviews)]",48,17000,Beginner , Course , 1 - 3 Months,false
Red Hat,Linux and Private Cloud Administration on IBM Power Systems,"[Computer Architecture, Cloud Computing, IBM Cloud, Cloud Platforms, Operating Systems, Cloud Infrastructure, Cloud Management, Other Cloud Platforms and Tools, Systems Design, Computer Networking, Linux]",48,930,Intermediate , Specialization , 3 - 6 Months,false
Google,Google Cybersecurity,"[]",0,0,,0,0,false
Google,Suporte em TI do Google,"[Computer Networking, Network Security, Communication, Computer Architecture, Customer Support, Operating Systems, Network Architecture, Networking Hardware, Security Engineering, Network Model, Cloud Computing, Software As A Service, System Security, System Software, Network Analysis, Software Security, Human Computer Interaction, Cryptography, Leadership and Management, Security Software, Problem Solving, Computer Security Incident Management, Linux, Machine Learning Software]",49,61000,Beginner , Professional Certificate , 3 - 6 Months,false
University of Colorado Boulder,Project Management: Foundations and Initiation,"[Leadership and Management, Project Management, Planning, Strategy and Operations, People Management, Performance Management, Product Management, Business Communication, Business Process Management, Strategy]",48,300,Beginner , Course , 1 - 4 Weeks,false
Universiteit Leiden,Terrorism and Counterterrorism: Comparing Theory and Practice,"[(31k reviews)]",48,31000,Beginner , Course , 1 - 3 Months,false
Georgia Institute of Technology,Fundamentals of Engineering Exam Review,"[(602 reviews)]",47,602,Mixed , Course , 1 - 3 Months,false
London Business School,Future Ready Company,"[Intermediate · Specialization · 3 - 6 Months]",0,0,Intermediate , Specialization , 3 - 6 Months,false
Tally Education,Tally Bookkeeper,"[Accounting Software, Accounting, Finance, Financial Accounting, General Accounting, Data Management, Taxes, Billing & Invoicing, Cash Management, Cost Accounting, Inventory Management, Supply Chain and Logistics, Financial Management, Payments, Accounts Payable and Receivable, Business Analysis, Data Analysis, Financial Analysis, Banking, Budget Management, Corporate Accouting, Data Architecture, Shipping and Receiving]",45,94,Beginner , Professional Certificate , 3 - 6 Months,false
Google,Using Python to Interact with the Operating System,"[Computer Programming, Python Programming]",47,59000,Beginner , Course , 1 - 3 Months,false
University of Minnesota,Integrative Health and Medicine,"[Leadership and Management]",48,16000,Beginner , Specialization , 3 - 6 Months,false
Universiteit Leiden,International Law in Action: the Arbitration of International Disputes,"[(11k reviews)]",48,11000,Mixed , Course , 1 - 3 Months,false
IBM,DataOps Methodology,"[Data Management, Leadership and Management, Data Analysis, Data Architecture, Data Model]",47,38,Beginner , Course , 1 - 3 Months,false
University of London,Introduction to Computer Science and Programming,"[Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript]",42,14000,Beginner , Specialization , 3 - 6 Months,false
IBM,Cybersecurity Roles Processes & Operating System Security,"[Cloud Computing, Linux, Operating Systems, System Security]",46,52000,Beginner , Course , 1 - 3 Months,false
Northwestern University,Sports Marketing,"[Communication, Marketing]",47,12000,Intermediate , Course , 1 - 3 Months,false
Meta,Version Control,"[Collaboration, Linux, Software Engineering, Software Engineering Tools, Web Development]",46,25000,Beginner , Course , 1 - 4 Weeks,false
Michigan State University,Become a Journalist: Report the News!,"[Journalism, Communication, Writing]",47,16000,Beginner , Specialization , 3 - 6 Months,false
IBM,Introduction to Deep Learning & Neural Networks with Keras,"[Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression]",47,14000,Intermediate , Course , 1 - 3 Months,false
MedCerts,Professionalism in Allied Health,"[Communication, Leadership and Management]",48,97,Beginner , Course , 1 - 3 Months,false
Duke University,Python Bash and SQL Essentials for Data Engineering,"[Computer Programming, Programming Principles, Python Programming, Computer Programming Tools, Data Management, Data Structures, Cloud Applications, Databases, Software Engineering Tools, SQL, Exploratory Data Analysis, Operating Systems, Amazon Web Services, Data Analysis, Extract, Transform, Load, Cloud Engineering, Cloud Platforms, DevOps, Machine Learning, Problem Solving, Small Data, Big Data, Computational Logic, Linux, Database Application]",45,298,Beginner , Specialization , 3 - 6 Months,false
Vanderbilt University,Introduction to Programming with MATLAB,"[Computer Programming, Matlab, Problem Solving, Programming Principles]",48,173000,Beginner , Course , 1 - 3 Months,false
Stanford University,Introduction to Clinical Data,"[Data Analysis, Data Mining]",46,250,Beginner , Course , 1 - 3 Months,false
Yale University,American Contract Law I,"[Contract Management]",49,856,Beginner , Course , 1 - 3 Months,false
University of Michigan,Data Collection and Processing with Python,"[Computer Programming, Python Programming]",47,38000,Intermediate , Course , 1 - 4 Weeks,false
Coursera Project Network,Wireshark for Beginners: Capture Packets,"[(46 reviews)]",48,46,Beginner , Guided Project , Less Than 2 Hours,false
University of Alberta,Fundamentals of Reinforcement Learning,"[Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making]",48,27000,Intermediate , Course , 1 - 3 Months,false
Copenhagen Business School,Strategic Management and Innovation,"[Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Entrepreneurship, Sales, Business Transformation, Communication, Product Strategy, Business Analysis, Operations Management, Collaboration, Employee Relations, Innovation]",47,48000,Beginner , Specialization , 3 - 6 Months,false
University of California Davis,Computational Social Science,"[Big Data, Computational Thinking, Data Analysis, Machine Learning, Human Learning, Network Analysis, Machine Learning Algorithms, Social Media, Critical Thinking, Data Management, Natural Language Processing, Algorithms, Exploratory Data Analysis, Network Architecture, Network Model, Probability & Statistics, Theoretical Computer Science, Applied Machine Learning, Computer Networking, Computer Programming, Data Model, Statistical Machine Learning, General Statistics, Graph Theory]",46,914,Beginner , Specialization , 3 - 6 Months,false
CompTIA,CompTIA a+_ cyber,"[Cloud Computing, Cyberattacks, Data Management, Human Computer Interaction, Network Security, Operating Systems]",45,11,Beginner , Specialization , 1 - 3 Months,false
Google,Google Project Management:,"[]",0,0,,0,0,false
University of Colorado Boulder,Advanced Business Analytics,"[Data Analysis, Business Analysis, Exploratory Data Analysis, Statistical Analysis, Data Management, Probability & Statistics, Data Model, Decision Making, Data Analysis Software, General Statistics, Statistical Visualization, Data Visualization, Correlation And Dependence, Mathematics, Regression, Business Intelligence, Mathematical Theory & Analysis, Business Communication, Communication, Data Structures, Databases, Plot (Graphics), Database Application, Extract, Transform, Load, SQL, Machine Learning]",46,5000,Intermediate , Specialization , 3 - 6 Months,false
University of California Davis,Fundamentals of GIS,"[ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization]",48,54000,Beginner , Course , 1 - 4 Weeks,false
IE Business School,Making Architecture,"[Creativity]",48,13000,Beginner , Course , 1 - 4 Weeks,false
University of Geneva,Développement psychologique de l'enfant,"[(641 reviews)]",49,641,Beginner , Course , 1 - 3 Months,false
DeepLearningAI,Natural Language Processing with Attention Models,"[Artificial Neural Networks, Deep Learning, Natural Language Processing, Machine Learning, Python Programming, Statistical Programming]",44,931,Intermediate , Course , 1 - 4 Weeks,false
University of Virginia,How Things Work: An Introduction to Physics,"[Critical Thinking, Experiment, Problem Solving, Angular, Mathematical Theory & Analysis, Scientific Visualization, Deep Learning, Feature Engineering, Reinforcement Learning]",48,28000,Intermediate , Course , 1 - 3 Months,false
Google,Aspectos básicos del diseño de la experiencia del usuario,"[Research and Design, User Experience, User Experience Design, Leadership and Management, Persona Research, Collaboration, Communication, Graphic Design, User Research, Visual Design]",49,26000,Beginner , Course , 1 - 4 Weeks,false
University of Illinois at Urbana-Champaign,Object-Oriented Data Structures in C++,"[C Programming Language Family, Computer Programming, Data Structures, Theoretical Computer Science]",47,29000,Intermediate , Course , 1 - 4 Weeks,false
University of Pennsylvania,Entrepreneurship 1: Developing the Opportunity,"[Entrepreneurship, Planning, Strategy, Business Design, Business Development, Critical Thinking, Innovation, Market Research, Product Strategy, User Research]",48,41000,Mixed , Course , 1 - 3 Months,false
Case Western Reserve University,Inspired Leadership,"[Leadership and Management, Communication, Emotional Intelligence, Leadership Development, Influencing, Human Resources, Change Management, Critical Thinking, Business Psychology, Organizational Development, Strategy, Collaboration, Entrepreneurship, Human Learning, Professional Development, Strategy and Operations, Marketing, People Analysis, Negotiation]",47,23000,Intermediate , Specialization , 3 - 6 Months,false
Macquarie University,Excel Skills for Business: Intermediate I,"[Business Analysis, Data Analysis, Microsoft Excel, Spreadsheet Software, Plot (Graphics), Databases]",49,165000,Intermediate , Course , 1 - 3 Months,false
Google Cloud,Digital Transformation Using AI/ML with Google Cloud,"[Cloud Computing, Business Transformation, Business Analysis, Data Management, Google Cloud Platform, Data Analysis, Machine Learning, Applied Machine Learning, Cloud Applications, Cloud Clients, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Human Learning, Innovation, Kubernetes, Machine Learning Software, Other Cloud Platforms and Tools, Customer Analysis, Machine Learning Algorithms, Strategy, Strategy and Operations, Algorithms, Business Intelligence, Google App Engine, Organizational Development, Software Engineering Tools]",47,62000,Beginner , Specialization , 3 - 6 Months,false
Stanford University,Divide and Conquer Sorting and Searching and Randomized Algorithms,"[Algorithms, Theoretical Computer Science, Computational Thinking, Computer Programming, Critical Thinking, Mathematics, Problem Solving, Computational Logic, Mathematical Theory & Analysis, Programming Principles]",48,51000,Intermediate , Course , 1 - 4 Weeks,false
West Virginia University,Sales Operations/Management,"[Sales, Leadership and Management, Strategy and Operations, Compensation, Marketing, Human Resources, Salesforce, Strategy, Training, Organizational Development, Planning, Entrepreneurship, Recruitment, Forecasting]",45,342,Beginner , Specialization , 3 - 6 Months,false
University of Maryland College Park,,Cybersecurity,"[Security Engineering, System Security, Software Security, Cyberattacks, Security Software, Software Testing, Systems Design, Computer Programming, Cryptography, Network Security, Software Engineering, User Experience, Design and Product, Algorithms, Critical Thinking, Human Computer Interaction, Mathematics, Programming Principles, Theoretical Computer Science, User Research, Security Strategy, System Software, Mathematical Theory & Analysis, Hardware Design]",46,53000,Intermediate , Specialization , 3 - 6 Months,false
Università Bocconi,Corporate Sustainability Understanding and Seizing the Strategic Opportunity,"[Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Business Transformation, Critical Thinking, Business Process Management, Change Management, Employee Relations, Innovation]",46,752,Mixed , Course , 1 - 3 Months,false
SoFi,The Fundamentals of Personal Finance,"[Finance, Planning, Risk Management, Financial Management, Cash Management, Accounting, Taxes]",46,221,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,Data Analytics in the Public Sector with R,"[Data Analysis, Exploratory Data Analysis, Leadership and Management, General Statistics, R Programming, Statistical Programming]",47,36,Intermediate , Specialization , 3 - 6 Months,false
DeepLearningAI,Machine Learning Modeling Pipelines in Production,"[Cloud Computing, Google Cloud Platform, Machine Learning]",43,376,Advanced , Course , 1 - 3 Months,false
Columbia University,First Principles of Computer Vision,"[Computer Vision, Mathematics, Algebra, Algorithms, Computational Thinking]",47,144,Beginner , Specialization , 3 - 6 Months,false
ESSEC Business School,Negotiation Mediation and Conflict Resolution,"[Communication, Marketing, Negotiation, Sales, Collaboration, Leadership and Management, Business Communication, Business Psychology, Conflict Management, Culture, Human Resources, Leadership Development, Planning, Strategy]",47,2000,Beginner , Specialization , 3 - 6 Months,false
IBM,Introduction to Agile Development and Scrum,"[Software Engineering, Agile Software Development, Scrum (Software Development), Leadership and Management]",49,14000,Beginner , Course , 1 - 4 Weeks,false
The University of Edinburgh,Fundamentals of Music Theory,"[(17k reviews)]",45,17000,Beginner , Course , 1 - 3 Months,false
Ludwig-Maximilians-Universität München (LMU),Competitive Strategy and Organization Design,"[Strategy, Strategy and Operations, Leadership and Management, Marketing, Business Development, Business Design, Entrepreneurship, Human Resources, Organizational Development, Sales, Market Analysis, Product Strategy, Decision Making, Finance, Game Theory, Human Resources Operations, Innovation, Research and Design, Design and Product, Mergers & Acquisitions, Planning]",47,36000,Intermediate , Specialization , 3 - 6 Months,false
PwC India,PwC GST Taxation Executive,"[Leadership and Management, Finance, Financial Analysis, Taxes, Problem Solving]",46,52,Beginner , Professional Certificate , 3 - 6 Months,false
SkillUp EdTech,Project Management Foundations Initiation and Planning,"[Project Management]",47,78,Beginner , Course , 1 - 3 Months,false
Google Cloud,Google Cloud Big Data and Machine Learning Fundamentals,"[Big Data, Cloud Computing, Cloud Platforms, Google Cloud Platform, Human Learning, Machine Learning]",47,158000,Beginner , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Corporate & Commercial Law I: Contracts & Employment Law,"[Contract Management, Critical Thinking, Leadership and Management, Regulations and Compliance, Business Communication, Decision Making, Employee Relations, Negotiation, Human Resources, Strategy and Operations]",48,11000,Intermediate , Course , 1 - 3 Months,false
University of Pennsylvania,Financial Acumen for Non-Financial Managers,"[Finance, Financial Analysis, Financial Management, Accounting, Accounts Payable and Receivable, Business Analysis, Financial Accounting, General Accounting, Management Accounting, Generally Accepted Accounting Principles (GAAP)]",45,888,Beginner , Course , 1 - 4 Weeks,false
University of Illinois at Urbana-Champaign,Introduction to Finance: The Basics,"[Accounting, Finance, Financial Analysis, Financial Management, Cash Management, Financial Accounting, Leadership and Management, Accounts Payable and Receivable, Investment Management, Management Accounting]",47,305,Beginner , Course , 1 - 3 Months,false
LearnQuest,Core Java,"[Computer Programming, Java Programming, Programming Principles, Software Engineering, Computer Programming Tools, Problem Solving, Software Engineering Tools, Application Development, Data Structures, Web Development, Mathematical Theory & Analysis, Computer Networking]",46,21000,Intermediate , Specialization , 3 - 6 Months,false
CompTIA,CompTIA a+_ networ000,"[Data Management, Network Security, Networking Hardware]",48,10,Beginner , Specialization , 1 - 3 Months,false
University of Florida,Healing with the Arts,"[(866 reviews)]",46,866,Mixed , Course , 1 - 3 Months,false
DeepLearningAI,Deploying Machine Learning Models in Production,"[Applied Machine Learning, DevOps, Devops Tools, Machine Learning, Machine Learning Software, Cloud Computing, Deep Learning, Google Cloud Platform, Other Cloud Platforms and Tools, Performance Management, Kubernetes]",45,288,Advanced , Course , 1 - 4 Weeks,false
EIT Digital ,Security and Privacy for Big Data - Part 1,"[Big Data, Computer Security Incident Management, Data Management, Network Security, Security Engineering, Security Strategy, Software Security, System Security, Computer Security Models, Cyberattacks]",47,573,Beginner , Course , 1 - 4 Weeks,false
Microsoft,Microsoft Azure AI Fundamentals AI-900 Exam Prep,"[Machine Learning, Microsoft Azure, Machine Learning Software, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Computer Vision, Algorithms, Training, Cloud Computing, Human Computer Interaction, Regression]",46,511,Beginner , Specialization , 3 - 6 Months,false
Coursera Project Network,Excel for Beginners: Introduction to Spreadsheets,"[Microsoft Excel]",46,57,Beginner , Guided Project , Less Than 2 Hours,false
New York University,Machine Learning and Reinforcement Learning in Finance,"[Machine Learning, Human Learning, Machine Learning Algorithms, Algorithms, Finance, Mathematics, Regression, Statistical Machine Learning, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Reinforcement Learning, Tensorflow]",37,788,Intermediate , Specialization , 3 - 6 Months,false
University of London,Object Oriented Programming,"[(59 reviews)]",47,59,Intermediate , Specialization , 1 - 3 Months,false
University of Pennsylvania,Nuts and Bolts of US Immigration Law,"[(95 reviews)]",49,95,Intermediate , Course , 1 - 4 Weeks,false
LearnQuest,Learning Linux for LFCA Certification,"[Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology]",45,819,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Customer Experiences with Contact Center AI - Dialogflow ES,"[Machine Learning, Natural Language Processing, Human Computer Interaction, Interactive Design, User Experience, Cloud-Based Integration, Applied Machine Learning, Design and Product, User Experience Design, Strategy and Operations, Application Development, Google Cloud Platform, Computer Programming, Software Architecture, Search Engine Optimization, Customer Relationship Management, Computer Architecture, Computer Programming Tools, Customer Success, Data Management, Operations Management]",45,205,Intermediate , Specialization , 3 - 6 Months,false
NVIDIA,Introduction to AI in the Data Center,"[Deep Learning, Machine Learning]",47,28,Beginner , Course , 1 - 4 Weeks,false
Google,Decisions: Dashboards and Reports,"[Business Intelligence, Data Model, Tableau Software]",48,358,Advanced , Course , 1 - 3 Months,false
Vanderbilt University,Generative AI Primer,"[(30 reviews)]",47,30,Beginner , Course , 1 - 4 Weeks,false
Rice University,Organizational Leadership in Diversity Equity & Inclusion,"[Communication, Business Psychology, Employee Relations, Human Resources, Human Resources Operations, Leadership and Management, Culture, Entrepreneurship, Organizational Development, Business Analysis, Collaboration, People Development, Talent Management]",48,187,Intermediate , Specialization , 3 - 6 Months,false
University of Pennsylvania,Omnichannel Retail Strategy,"[Leadership and Management, Strategy, Retail Store Operations, E-Commerce, Marketing, Retail Sales, Sales, Strategy and Operations, Brand Management, Human Resources, Organizational Development, Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Human Resources Operations, People Development, Performance Management, Talent Management, Operations Management, People Analysis, Product Strategy, Compensation]",47,289,Beginner , Specialization , 1 - 3 Months,false
University of Colorado Boulder,Excel/VBA for Creative Problem Solving,"[Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking, Data Analysis Software]",48,45000,Beginner , Specialization , 3 - 6 Months,false
Knowledge Accelerators,From Excel to Power BI,"[Data Analysis, Data Model, Microsoft Excel, Power BI]",44,149,Beginner , Course , 1 - 4 Weeks,false
Georgia Institute of Technology,Speak English Professionally: In Person Online & On the Phone,"[Communication]",47,99000,Mixed , Course , 1 - 3 Months,false
University of Pennsylvania,Vital Signs: Understanding What the Body Is Telling Us,"[Health]",48,6000,Mixed , Course , 1 - 3 Months,false
Yale University,Visualizing the Living Body: Diagnostic Imaging,"[(171 reviews)]",48,171,Intermediate , Course , 1 - 3 Months,false
University of California Irvine,TOEFL Preparation,"[Strategy, Writing]",45,520,Beginner , Specialization , 1 - 3 Months,false
University of California Davis,Equine Welfare and Management,"[(343 reviews)]",49,343,Beginner , Course , 1 - 3 Months,false
Stanford University,Understanding Einstein: The Special Theory of Relativity,"[Critical Thinking]",49,29000,Beginner , Course , 1 - 3 Months,false
Arizona State University,Design of Experiments,"[Probability & Statistics, Experiment, Statistical Analysis, General Statistics, Statistical Tests, Data Analysis, Research and Design, Regression, Plot (Graphics), Data Analysis Software, Statistical Visualization]",47,290,Beginner , Specialization , 3 - 6 Months,false
DeepLearningAI,Analyze Datasets and Train ML Models using AutoML,"[Amazon Web Services, Exploratory Data Analysis]",45,420,Advanced , Course , 1 - 4 Weeks,false
IBM,Introduction to Computer Vision and Image Processing,"[Computer Vision, Deep Learning, Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Visualization (Computer Graphics), Algorithms, Applied Machine Learning, Machine Learning Software, Python Programming, Computer Programming, Data Science]",43,1000,Beginner , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Auditing I: Conceptual Foundations of Auditing,"[Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance]",47,517,Intermediate , Course , 1 - 3 Months,false
Lund University,European Business Law,"[Regulations and Compliance, Business Development, Leadership and Management, Public Relations, Entrepreneurship, Contract Management, Critical Thinking, Decision Making, Employee Relations, Mergers & Acquisitions, Strategy and Operations, Taxes]",48,17000,Beginner , Specialization , 3 - 6 Months,false
University of London,International Business Essentials,"[Mathematical Theory & Analysis, Leadership and Management, Linear Algebra, Probability & Statistics, Statistical Analysis, Algebra, Basic Descriptive Statistics, General Statistics, Mathematics, Organizational Development, Strategy, Critical Thinking, Decision Making, Problem Solving, Statistical Tests, Business Process Management, Communication, Calculus, Data Analysis, Strategy and Operations, Business Analysis, Business Development, Probability Distribution, Business Communication, Business Psychology, Collaboration, Conflict Management, Leadership Development, Operations Management, People Management, Performance Management, Correlation And Dependence, Marketing, Product Management, Product Strategy, Sales, Differential Equations, Change Management, Planning]",46,18000,Intermediate , Specialization , 3 - 6 Months,false
Duke University,Introduction to Machine Learning,"[Applied Machine Learning, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Algorithms, Machine Learning Algorithms, Network Model, Natural Language Processing, Probability & Statistics, Regression, Python Programming]",47,34000,Intermediate , Course , 1 - 4 Weeks,false
Michigan State University,Write Your First Novel,"[(285 reviews)]",43,285,Beginner , Course , 3 - 6 Months,false
Rutgers the State University of New Jersey,Supply Chain Logistics,"[Continuous Delivery, Inventory Management, Leadership and Management, Material Handling, Operations Management, Planning, Shipping and Receiving, Supplier Relationship Management, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management]",48,102000,Beginner , Course , 1 - 4 Weeks,false
University of London,Business Sustainability in the Circular Economy,"[(164 reviews)]",45,164,Beginner , Course , 1 - 4 Weeks,false
